line	subcard	key1	iast	sense_tag	tag_vocabulary	class	column	page	volume	review_status	reviewer	flag
4714	han~~h0_zz_pw03	han	han	T53-T55	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4715	han~~h0_zz_pw03	han	han	T56-T57-desid	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4716	han~~h0_zz_pw03	han	han	T57-T59-caus	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4717	han~~h0_zz_pw03	han	han	mit-T60-T64	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4718	han~~h0_zz_pw03	han	han	mit-T65-T66	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4719	han~~h0_zz_pw03	han	han	mit-T67-T68	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4720	han~~h0_zz_pw03	han	han	mit-T69-T70	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4721	han~~h0_zz_pw03	han	han	mit-T71-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4722	han~~h0_zz_pw03	han	han	mit-T71-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4723	han~~h0_zz_pw03	han	han	mit-T71-3	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4724	han~~h0_zz_pw03	han	han	mit-T71-4	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4725	han~~h0_zz_pw03	han	han	mit-T71-5	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4726	han~~h0_zz_pw03	han	han	mit-T71-6	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4727	han~~h0_zz_pw03	han	han	mit-T71-7	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4728	han~~h0_zz_pw03	han	han	mit-T71-7a	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4729	han~~h0_zz_pw03	han	han	mit-T71-7b	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4730	han~~h0_zz_pw03	han	han	mit-T71-7c	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4731	han~~h0_zz_pw03	han	han	mit-T71-7d	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4732	han~~h0_zz_pw03	han	han	T95-T96	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4733	han~~h0_zz_pw03	han	han	mit-T97-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4734	han~~h0_zz_pw03	han	han	mit-T97-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4735	han~~h0_zz_pw03	han	han	mit-T101-T105	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4736	han~~h0_zz_pw03	han	han	mit-T106-T107	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4737	han~~h0_zz_pw04	han	han	main	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4738	han~~h0_zz_pw04	han	han	main	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4739	han~~h0_zz_pwkvn	han	han	main	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4740	han~~h0_zz_sch	han	han	intens-jeghnīyate	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4741	han~~h0_zz_sch	han	han	mit-vyati	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4742	han~~h0_zz_sch	han	han	mit-samava	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4743	han~~h0_zz_sch	han	han	mit-ani	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4744	han~~h0_zz_sch	han	han	mit-nipra-1	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4745	han~~h0_zz_sch	han	han	mit-nipra-2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4746	han~~h0_zz_sch	han	han	main	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4747	han~~h1_00_pwg00	han	han	han 2	free-form-provenance-label	tag-not-a-sense-path	7-1494	7-p0747	7	ai_translated	None	сегментация под вопросом
4749	han~~h2_00_pwg00	han	han	1 (cont.) — nachher tödten	free-form-provenance-label	tag-not-a-sense-path	7-1512	7-p0756	7	ai_translated	None	сегментация под вопросом
4750	han~~h2_00_pwg00	han	han	1 (cont.)	free-form-provenance-label	tag-not-a-sense-path	7-1512	7-p0756	7	ai_translated	None	сегментация под вопросом
4751	han~~h2_00_pwg00	han	han	1 (cont.)	free-form-provenance-label	tag-not-a-sense-path	7-1512	7-p0756	7	ai_translated	None	сегментация под вопросом
4753	han~~h2_00_pwg00	han	han	3 (cont.) — zur Sprache bringen	free-form-provenance-label	tag-not-a-sense-path	7-1512	7-p0756	7	ai_translated	None	сегментация под вопросом
6031	man~~h0_00_pwg00	man	man	gram-intro	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6043	man~~h0_00_pwg02	man	man	b	sense-path-like	sense-path-unresolved	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6044	man~~h0_00_pwg02	man	man	c	sense-path-like	sense-path-unresolved	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6045	man~~h0_00_pwg02	man	man	d	sense-path-like	sense-path-unresolved	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6046	man~~h0_00_pwg02	man	man	e	sense-path-like	sense-path-unresolved	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6047	man~~h0_00_pwg02	man	man	f	sense-path-like	sense-path-unresolved	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6049	man~~h0_00_pwg02	man	man	closing_note	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6050	man~~h0_01_sec_1	man	man	caus	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6051	man~~h0_01_sec_1	man	man	closing_note	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6052	man~~h0_02_sec_2	man	man	desid_main	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6053	man~~h0_02_sec_2	man	man	desid_doubt	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6054	man~~h0_02_sec_2	man	man	closing_note	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6055	man~~h0_03_sec_3	man	man	desid_addendum	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6058	man~~h0_05_a_di	man	man	main	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6062	man~~h0_06_anu	man	anuman	caus	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6063	man~~h0_07_samanu	man	samanu+man	1a	sense-path-like	sense-path-unresolved	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6064	man~~h0_07_samanu	man	samanu+man	1b	sense-path-like	sense-path-unresolved	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6066	man~~h0_08_apa	man	apaman	nachtrag	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6071	man~~h0_09_a_bi	man	abhiman	nachtrag	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6074	man~~h0_10_ava	man	avaman	nachtrag_1	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6075	man~~h0_10_ava	man	avaman	nachtrag_2	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6092	man~~h0_19_sam	man	man	preamble	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6099	man~~h0_19_sam	man	man	Nachträge-1	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6100	man~~h0_19_sam	man	man	Nachträge-2	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6101	man~~h0_19_sam	man	man	Nachträge-3	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6102	man~~h0_19_sam	man	man	Nachträge-tail	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6103	man~~h0_20_anusam	man	man	main	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6104	man~~h0_21_a_bisam	man	man	main	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6105	man~~h0_zz_pw01	man	man	upa	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6106	man~~h0_zz_pw01	man	man	upa_1	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6107	man~~h0_zz_pw01	man	man	upa_2	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6108	man~~h0_zz_pw01	man	man	upa_3	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6109	man~~h0_zz_pw01	man	man	upa_4	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6110	man~~h0_zz_pw01	man	man	upa_5	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6111	man~~h0_zz_pw01	man	man	upa_6	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6112	man~~h0_zz_pw01	man	man	upa_caus	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6113	man~~h0_zz_pw01	man	man	upa_caus_1	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6114	man~~h0_zz_pw01	man	man	upa_caus_2	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6115	man~~h0_zz_pw01	man	man	upa_caus_3	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6116	man~~h0_zz_pw01	man	man	upa_sam	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6117	man~~h0_zz_pw01	man	man	upa_pari	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6118	man~~h0_zz_pw02	man	man	anu	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6119	man~~h0_zz_pw02	man	man	anu-V6	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6120	man~~h0_zz_pw02	man	man	samanu	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6121	man~~h0_zz_pw02	man	man	saṃpro-corr	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6122	man~~h0_zz_pw02	man	man	prati	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6123	man~~h0_zz_pwkvn	man	man	anu	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6124	man~~h0_zz_pwkvn	man	man	anu-V6	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6125	man~~h0_zz_pwkvn	man	man	samanu	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6126	man~~h0_zz_pwkvn	man	man	saṃpro-corr	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6127	man~~h0_zz_pwkvn	man	man	prati	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6128	man~~h0_zz_sch	man	man	manita	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6129	man~~h0_zz_sch	man	man	anu-Geliebter	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6130	man~~h0_zz_sch	man	man	anu-nachgeben	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6131	man~~h0_zz_sch	man	man	samanu	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6132	man~~h0_zz_sch	man	man	saṃpro-corr	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6133	man~~h0_zz_sch	man	man	prati	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6134	man~~h1_00_pwg00	man	man	preamble	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6135	man~~h1_00_pwg00	man	man	Nachtrag-block-1-head	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6136	man~~h1_00_pwg00	man	man	Nachtrag-1	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6137	man~~h1_00_pwg00	man	man	Nachtrag-2	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6138	man~~h1_00_pwg00	man	man	Nachtrag-3	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6139	man~~h1_00_pwg00	man	man	Nachtrag-4	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6140	man~~h1_00_pwg00	man	man	Nachtrag-5	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
6141	man~~h1_00_pwg00	man	man	Nachtrag-6	free-form-provenance-label	tag-not-a-sense-path	5-0508	5-p0254	5	ai_translated	None	сегментация под вопросом
7609	si_d~~h0_01_sec_1	siD	sidh	desid.	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7610	si_d~~h0_02_sec_2	siD	sidh	intens.	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7611	si_d~~h0_03_anu	siD	sidh	anu	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7615	si_d~~h0_06_ava	siD	sidh	ava	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7622	si_d~~h0_10_samud	siD	sidh	samud	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7623	si_d~~h0_11_upa	siD	sidh	upa	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7630	si_d~~h0_17_prati	siD	prati+sidh	Nachtrag-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7631	si_d~~h0_17_prati	siD	prati+sidh	Nachtrag-2	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7635	si_d~~h0_20_vi	siD	vi+sidh	vi	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7636	si_d~~h0_zz_nws00	siD	sidh	NWS-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7637	si_d~~h0_zz_nws00	siD	sidh	NWS-2	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7638	si_d~~h0_zz_nws00	siD	sidh	NWS-3	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7639	si_d~~h0_zz_nws00	siD	sidh	NWS-4	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7640	si_d~~h0_zz_nws00	siD	sidh	NWS-5	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7641	si_d~~h0_zz_nws00	siD	sidh	NWS-6	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7642	si_d~~h0_zz_nws00	siD	sidh	NWS-7	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7643	si_d~~h0_zz_nws00	siD	sidh	NWS-8	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7644	si_d~~h0_zz_nws00	siD	sidh	NWS-9	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7645	si_d~~h0_zz_nws00	siD	sidh	NWS-10	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7646	si_d~~h0_zz_nws00	siD	sidh	NWS-11	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7647	si_d~~h0_zz_nws00	siD	sidh	NWS-12	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7648	si_d~~h0_zz_nws00	siD	sidh	NWS-13	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7649	si_d~~h0_zz_nws00	siD	sidh	NWS-14	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7650	si_d~~h0_zz_nws00	siD	sidh	NWS-15	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7651	si_d~~h0_zz_nws00	siD	sidh	NWS-16	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7652	si_d~~h0_zz_nws00	siD	sidh	NWS-17	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7653	si_d~~h0_zz_nws00	siD	sidh	NWS-18	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7654	si_d~~h0_zz_nws00	siD	sidh	NWS-19	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7655	si_d~~h0_zz_nws00	siD	sidh	NWS-20	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7656	si_d~~h0_zz_nws00	siD	sidh	NWS-21	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7657	si_d~~h0_zz_nws00	siD	sidh	NWS-22	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7658	si_d~~h0_zz_nws00	siD	sidh	NWS-23	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7659	si_d~~h0_zz_nws00	siD	sidh	NWS-24	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7660	si_d~~h0_zz_nws00	siD	sidh	NWS-25	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7661	si_d~~h0_zz_nws01	siD	sidh	26	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7662	si_d~~h0_zz_nws01	siD	sidh	27	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7663	si_d~~h0_zz_nws01	siD	sidh	28	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7664	si_d~~h0_zz_pw00	siD	sidh	root-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7665	si_d~~h0_zz_pw00	siD	sidh	anu	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7666	si_d~~h0_zz_pw00	siD	sidh	apa-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7667	si_d~~h0_zz_pw00	siD	sidh	abhi	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7668	si_d~~h0_zz_pw00	siD	sidh	abhi-star	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7669	si_d~~h0_zz_pw00	siD	sidh	aa	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7670	si_d~~h0_zz_pw00	siD	sidh	ni-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7671	si_d~~h0_zz_pw00	siD	sidh	ni-caus-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7672	si_d~~h0_zz_pw00	siD	sidh	pari-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7673	si_d~~h0_zz_pw00	siD	sidh	para	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7674	si_d~~h0_zz_pw00	siD	sidh	puras	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7675	si_d~~h0_zz_pw00	siD	sidh	pra	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7676	si_d~~h0_zz_pw00	siD	sidh	prati-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7677	si_d~~h0_zz_pw00	siD	sidh	prati-caus-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7678	si_d~~h0_zz_pw00	siD	sidh	vi	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7679	si_d~~h0_zz_pw00	siD	sidh	vi-ref	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7680	si_d~~h0_zz_pw00	siD	sidh	star-prefix	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7681	si_d~~h0_zz_pw00	siD	sidh	sam-pra	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7682	si_d~~h0_zz_pw00	siD	sidh	sam-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7683	si_d~~h0_zz_pw00	siD	sidh	sam-caus	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7684	si_d~~h0_zz_pw00	siD	sidh	sam-nisiddha-1	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7685	si_d~~h0_zz_pw00	siD	sidh	prati-star	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7686	si_d~~h0_zz_pw00	siD	sidh	star-prefix-2	free-form-provenance-label	tag-not-a-sense-path	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7697	si_d~~h0_zz_pw01	siD	sidh	10	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7698	si_d~~h0_zz_pw01	siD	sidh	11	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7699	si_d~~h0_zz_pw01	siD	sidh	11a	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7700	si_d~~h0_zz_pw01	siD	sidh	11b	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7701	si_d~~h0_zz_pw01	siD	sidh	11c	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7702	si_d~~h0_zz_pw01	siD	sidh	11d	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7703	si_d~~h0_zz_pw01	siD	sidh	11e	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7704	si_d~~h0_zz_pw01	siD	sidh	11f	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7705	si_d~~h0_zz_pw01	siD	sidh	11g	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
7706	si_d~~h0_zz_pw01	siD	sidh	11h	sense-path-like	sense-path-unresolved	7-0999	7-p0500	7	ai_translated	None	сегментация под вопросом
