pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
213614	7-314-d	asaMprezita	asaṃpreṣita	nearform0.87		asmatprezita		asmatprezita	near-form-needs-eyes	1	sch	0		0	0	43	
213615	7-314-d	asambala	asambala	NO-MATCH	A		A:asaMBava		confirmed-missing	1	sch	0		0	0	40	
213617	7-314-d	asaMBavapattra	asaṃbhavapattra	NO-MATCH	A		A:asaMBava;B:asaMBAzya		confirmed-missing	2	acc;sch	0		0	0	46	
213619	7-315-a	asaMBindant	asaṃbhindant	nearform0.95		asaMBindat		asaMBindat	near-form-needs-eyes	1	sch	0		0	0	47	
213620	7-315-a	asaMBUta	asaṃbhūta	stem				asaMBUti	covered-by-MW-stem-form	2	sch;stc	0		1	1	125	
213621	7-315-a	asaMBfta	asaṃbhṛta	nearform0.88		asaMvfta		asaMvfta	near-form-needs-eyes	5	ap;ap90;lrv;sch;stc	0		1	0	40	
213623	7-315-a	asaMmatAvavAda	asaṃmatāvavāda	NO-MATCH	B		B:asaMBrama;B:asaMmfzwa		confirmed-missing	1	sch	1	261	0	0	108	
213627	7-315-a	asargabanDa	asargabandha	nearform0.86		astrabanDa		astrabanDa	near-form-needs-eyes	1	sch	0		0	0	43	
213628	7-315-a	asarvagocara	asarvagocara	NO-MATCH	B		B:asarvajYa		confirmed-missing	1	sch	0		0	0	44	
213632	7-315-a	asahacarita	asahacarita	NO-MATCH	B		B:asaha;B:asahana		confirmed-missing	1	sch	0		0	0	43	
213634	7-315-a	asahant	asahant	nearform0.92		asahat		asahat	near-form-needs-eyes	4	cae;ccs;sch;stc	0		0	0	42	
213636	7-315-a	asahasra	asahasra	NO-MATCH	B		B:asahamAna;B:asahAya		confirmed-missing	2	sch;stc	0		0	0	40	
213640	7-315-a	asAkameDa	asākamedha	NO-MATCH	A		A:asahya		confirmed-missing	1	sch	0		0	0	58	
213641	7-315-a	asADaka	asādhaka	NO-MATCH	B		B:asADana		confirmed-missing	4	cae;ccs;md;sch	0		0	0	42	
213643	7-315-a	asADAraRagranTa	asādhāraṇagrantha	NO-MATCH	A		B:asADana;A:asADu		confirmed-missing	1	sch	0		0	0	47	
213646	7-315-a	asADyamAnatva	asādhyamānatva	NO-MATCH	B		B:asADya		confirmed-missing	1	sch	0		0	0	45	
213647	7-315-a	asAMnAyyaka	asāṃnāyyaka	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	178	
213648	7-315-a	asApatnya	asāpatnya	nearform0.94		asapatna		asapatna	near-form-needs-eyes	1	sch	0		0	0	41	
213649	7-315-a	asAmavedavidvaMs	asāmavedavidvaṃs	NO-MATCH	B		B:asAmAnya		confirmed-missing	1	sch	0		0	0	135	
213651	7-315-a	asAyaka	asāyaka	NO-MATCH	B		B:asAmAnya		confirmed-missing	3	md;sch;stc	0		0	0	39	
213652	7-315-a	asArUpya	asārūpya	nearform0.93		asarUpa		asarUpa	near-form-needs-eyes	1	sch	0		0	0	40	
213653	7-315-a	asArvatrika	asārvatrika	nearform0.86		AstaraRika		AstaraRika	near-form-needs-eyes	1	sch	0		0	0	49	
213654	7-315-a	asArvaBOma	asārvabhauma	NO-MATCH	B		B:asAhasika		confirmed-missing	1	sch	0		0	0	42	
213656	7-315-a	asikta	asikta	nearform1.00		Asikta		Asikta	covered-by-fold-twin-flagged	2	md;sch	0		0	0	38	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213664	7-315-b	asitAlakARqA	asitālakāṇḍā	NO-MATCH	B		B:asitAkza;B:asiDara		confirmed-missing	1	sch	0		0	0	67	
213666	7-315-b	asiDAra	asidhāra	stem				asiDArA	covered-by-MW-stem-form	1	sch	1	215	0	0	103	
213673	7-315-b	asuKada	asukhada	NO-MATCH	A		A:asIma		confirmed-missing	1	sch	0		0	0	39	
213674	7-315-b	asuKAy	asukhāy	stem				asuKAya	covered-by-MW-stem-form	0		0		0	0	131	
213677	7-315-b	asudarSana	asudarśana	nearform0.90		anudarSana		anudarSana	near-form-needs-eyes	1	sch	0		0	0	42	
213679	7-315-b	asuboDa	asubodha	nearform0.86		anuboDa		anuboDa	near-form-needs-eyes	3	md;sch;stc	0		0	0	39	
213684	7-315-b	asurasaMcodana	asurasaṃcodana	NO-MATCH	A		A:asuraviSa;A:asurArdana		confirmed-missing	1	sch	0		0	0	46	
213689	7-315-b	asUy	asūy	stem				asUyA;asUya;asUyu	covered-by-MW-stem-form	8	bop;bur;cae;ccs;gra;lrv;pwg;sch	0		1	0	164	
213690	7-315-b	asUyin	asūyin	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	38	
213691	7-315-b	asUryaMpaSya	asūryaṃpaśya	nearform1.00		asUryampaSyA		asUryampaSyA	covered-by-fold-twin-flagged	3	ap;ap90;sch	0		0	0	74	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213692	7-315-b	asfkapaNkapezam	asṛkapaṅkapeṣam	NO-MATCH	B		B:asfkpAta		confirmed-missing	0		0		0	0	47	
213694	7-315-b	asfjant	asṛjant	NO-MATCH	A		B:asfkpAta;A:asfRya		confirmed-missing	1	sch	0		0	0	39	
213697	7-315-c	asevana	asevana	nearform1.00		Asevana		Asevana	covered-by-fold-twin-flagged	9	ap;ap90;cae;mw72;sch;shs;vcp;wil;yat	0		0	0	148	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213700	7-315-c	asoQar	asoḍhar	nearform0.91		asoQa		asoQa	near-form-needs-eyes	1	sch	0		0	0	38	
213706	7-315-c	askandamAna	askandamāna	nearform0.91		aspandamAna		aspandamAna	near-form-needs-eyes	1	sch	0		1	0	43	
213707	7-315-c	askanDa	askandha	nearform0.86		askanna		askanna	near-form-needs-eyes	1	sch	0		1	1	39	
213709	7-315-c	asKalana	askhalana	NO-MATCH	B		B:asKala		confirmed-missing	3	cae;sch;stc	0		1	0	40	
213710	7-315-c	asKalant	askhalant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
213711	7-315-c	astamitAvavAda	astamitāvavāda	NO-MATCH	B		B:astamBa		confirmed-missing	1	sch	1	261	0	0	118	
213714	7-315-c	astavya	astavya	nearform0.93		Asitavya		Asitavya	near-form-needs-eyes	2	sch;stc	0		0	0	39	
213718	7-315-c	astfRant	astṛṇant	NO-MATCH	A		A:astinAstitva;B:astfta		confirmed-missing	1	sch	0		0	0	40	
213720	7-315-c	asteyatA	asteyatā	nearform0.88		asatyatA		asatyatA	near-form-needs-eyes	1	sch	0		0	0	40	
213721	7-315-c	astotriya	astotriya	nearform0.89		aSrotriya		aSrotriya	near-form-needs-eyes	1	sch	0		0	0	140	
213722	7-315-c	astoma	astoma	nearform0.91		asoma		asoma	near-form-needs-eyes	1	sch	0		0	0	38	
213723	7-315-c	astomaBAj	astomabhāj	NO-MATCH	A		A:astra		confirmed-missing	1	sch	0		0	0	159	
213725	7-315-c	astrakzatimant	astrakṣatimant	nearform0.96		astrakzatimat		astrakzatimat	near-form-needs-eyes	1	sch	0		0	0	46	
213726	7-315-c	astraKadira	astrakhadira	nearform0.95		asraKadira		asraKadira	near-form-needs-eyes	1	sch	0		0	0	46	
213736	7-315-d	asTiBedana	asthibhedana	NO-MATCH	B		B:asTiBeda;B:asTira		confirmed-missing	1	sch	0		0	0	42	
213739	7-315-d	asTI	asthī	stem				asTA;asTa;asTan	covered-by-MW-stem-form	1	sch	1	99	0	1	125	
213740	7-315-d	asTuzas	asthuṣas	NO-MATCH	B		B:asTUri		confirmed-missing	1	sch	0		0	0	39	
213748	7-315-d	asPAwita	asphāṭita	nearform0.88		AsPAlita		AsPAlita	near-form-needs-eyes	1	sch	0		0	0	40	
213750	7-315-d	asPuwita	asphuṭita	NO-MATCH	B		B:asPuwa		confirmed-missing	1	sch	0		1	1	43	
213751	7-315-d	asPurant	asphurant	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
213752	7-315-d	asPya	asphya	NO-MATCH	B		B:asma		confirmed-missing	1	sch	0		0	0	37	
213754	7-315-d	asmaddAtra	asmaddātra	nearform0.84		asmadrAta		asmadrAta	near-form-needs-eyes	1	sch	0		0	0	43	
213756	7-315-d	asmaryamARa	asmaryamāṇa	nearform0.82		asampramARa		asampramARa	near-form-needs-eyes	1	sch	0		0	0	43	
213759	7-315-d	asmftadruh	asmṛtadruh	nearform0.95		asmftaDru		asmftaDru	near-form-needs-eyes	0		0		0	0	65	
213763	7-315-d	asrasta	asrasta	nearform1.00		Asrasta		Asrasta	covered-by-fold-twin-flagged	1	sch	0		0	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213768	7-315-d	asvarga	asvarga	nearform0.93		asvargya		asvargya	near-form-needs-eyes	1	sch	0		0	0	55	
213773	7-316-a	asvAmya	asvāmya	nearform0.92		asAmya		asAmya	near-form-needs-eyes	8	ap;ap90;mw72;sch;shs;vcp;wil;yat	0		0	0	39	
213774	7-316-a	asvAmyanumatena	asvāmyanumatena	NO-MATCH	A		A:asvArTa		confirmed-missing	0		0		0	0	145	
213777	7-316-a	asvedin	asvedin	nearform0.92		avedin		avedin	near-form-needs-eyes	2	sch;stc	0		1	0	39	
213783	7-316-a	ahamarTa	ahamartha	NO-MATCH	A		B:ahantva;A:ahamindra		confirmed-missing	1	sch	0		0	0	111	
213785	7-316-a	ahaMpadArTa	ahaṃpadārtha	nearform1.00		ahampadArTa		ahampadArTa	covered-by-fold-twin-flagged	1	sch	0		0	0	104	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213786	7-316-a	ahaMmati	ahaṃmati	nearform1.00		ahammati		ahammati	covered-by-fold-twin-flagged	3	lrv;pwg;sch	0		1	0	56	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213792	7-316-a	ahastABaraRopeta	ahastābharaṇopeta	NO-MATCH	B		B:ahaScara;B:ahastriyAma		confirmed-missing	1	sch	0		0	0	48	
213795	7-316-a	ahApayant	ahāpayant	nearform0.94		ahApayat		ahApayat	near-form-needs-eyes	2	sch;stc	0		0	0	41	
213797	7-316-a	ahAhA	ahāhā	nearform1.00		ahahA		ahahA	covered-by-fold-twin-flagged	1	sch	0		0	0	141	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213801	7-316-a	ahitEzin	ahitaiṣin	NO-MATCH	B		B:ahita;B:ahidanta		confirmed-missing	1	sch	0		0	0	117	
213805	7-316-a	ahinirlvayanI	ahinirlvayanī	nearform0.96		ahinilvayanI		ahinilvayanI	near-form-needs-eyes	1	sch	0		0	0	62	
213813	7-316-b	ahirbuDnyasaMhitA	ahirbudhnyasaṃhitā	NO-MATCH	B		B:ahirbuDnyas;B:ahiSuzmasatvan		confirmed-missing	2	acc;sch	0		0	0	49	
213815	7-316-b	ahIqamAna	ahīḍamāna	nearform0.89		aheqamAna		aheqamAna	near-form-needs-eyes	1	sch	0		0	0	42	
213818	7-316-b	ahInArTam	ahīnārtham	NO-MATCH	B		B:ahIna		confirmed-missing	1	sch	0		0	0	133	
213819	7-316-b	ahIramaRI	ahīramaṇī	stem				ahIramaRi	covered-by-MW-stem-form	1	sch	0		0	0	41	
213820	7-316-b	ahfzwa	ahṛṣṭa	NO-MATCH	A		A:aheqamAna		confirmed-missing	1	sch	0		1	1	38	
213825	7-316-b	aheli	aheli	nearform0.91		ahelin		ahelin	near-form-needs-eyes	1	sch	0		0	0	52	
213827	7-316-b	ahotavya	ahotavya	NO-MATCH	B		B:aho		confirmed-missing	1	sch	0		0	0	57	
213828	7-316-b	aholABakara	aholābhakara	NO-MATCH	B		B:ahnavAyya		confirmed-missing	2	ap;sch	0		0	0	43	
213832	7-316-b	ahrItamuKa	ahrītamukha	NO-MATCH	B		B:ahrIka		confirmed-missing	1	sch	0		0	0	42	
213834	7-316-b	Akampya	ākampya	nearform1.00		akampya		akampya	covered-by-fold-twin-flagged	2	bhs;sch	1	24	0	0	112	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213837	7-316-b	AkarRatawa	ākarṇataṭa	NO-MATCH	B		B:Akarin		confirmed-missing	1	sch	0		0	0	80	
213838	7-316-b	AkarRI	ākarṇī	stem				AkarRa;AkarRam	covered-by-MW-stem-form	1	sch	0		0	0	38	
213841	7-316-b	AkarzaPalaka	ākarṣaphalaka	NO-MATCH	B		B:AkarzakArikA;B:Akarzin		confirmed-missing	1	sch	0		0	0	44	
213845	7-316-b	AkalpasAra	ākalpasāra	nearform0.84		alpasaras		alpasaras	near-form-needs-eyes	2	md;sch	0		0	0	42	
213848	7-316-c	AkArAnapakAra	ākārānapakāra	NO-MATCH	B		B:Akaza		confirmed-missing	1	sch	1	21	0	0	118	
213849	7-316-c	AkArABinirhAra	ākārābhinirhāra	NO-MATCH	C				confirmed-missing	2	bhs;sch	0		0	0	99	
213850	7-316-c	AkArolleKin	ākārollekhin	NO-MATCH	B		B:AkAlika		confirmed-missing	1	sch	0		0	0	120	
213855	7-316-c	AkASaPena	ākāśaphena	NO-MATCH	A		A:AkASaplavA		confirmed-missing	1	sch	0		0	0	131	
213856	7-316-c	AkASaBErava	ākāśabhairava	NO-MATCH	A		A:AkASamaRi		confirmed-missing	2	acc;sch	0		0	0	58	
213858	7-316-c	AkASarakzitA	ākāśarakṣitā	nearform0.87		AkASarakzin		AkASarakzin	near-form-needs-eyes	2	bhs;sch	0		0	0	44	
213859	7-316-c	AkASasParaRa	ākāśaspharaṇa	NO-MATCH	C				confirmed-missing	2	bhs;sch	1	21	0	0	117	
213860	7-316-c	AkASADikaraRavAda	ākāśādhikaraṇavāda	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	49	
213861	7-316-c	AkASAsaNgavimuktinirupalepa	ākāśāsaṅgavimuktinirupalepa	NO-MATCH	A		A:AkiMcanyAyatana		confirmed-missing	2	bhs;sch	1	21	0	0	132	
213863	7-316-c	AkIwam	ākīṭam	NO-MATCH	A		A:AkiMcanyAyatana;B:AkumAram		confirmed-missing	1	sch	0		0	0	38	
213868	7-316-c	Akfzwimant	ākṛṣṭimant	nearform0.95		Akfzwiman		Akfzwiman	near-form-needs-eyes	2	bhs;sch	1	143	0	0	98	
213871	7-316-c	Akevalika	ākevalika	NO-MATCH	A		A:Ake		confirmed-missing	1	sch	0		0	0	41	
213872	7-316-c	AkEwaBavEri	ākaiṭabhavairi	NO-MATCH	A		A:Akowana		confirmed-missing	1	sch	0		0	0	43	
213875	7-316-c	Akopavant	ākopavant	nearform0.94		Akopavat		Akopavat	near-form-needs-eyes	1	sch	0		0	0	41	
213876	7-316-c	AkoSa	ākośa	nearform0.91		AkroSa		AkroSa	near-form-needs-eyes	1	sch	0		1	0	123	
213880	7-316-d	Akrandanin	ākrandanin	nearform0.84		Akrandana		Akrandana	near-form-needs-eyes	1	sch	0		0	0	112	
213884	7-316-d	AkrIqaSEla	ākrīḍaśaila	NO-MATCH	B		B:AkrIqagiri;B:Akruzwa		confirmed-missing	1	sch	0		0	0	104	
213886	7-316-d	AkroSanavant	ākrośanavant	NO-MATCH	B		B:Akruzwa		confirmed-missing	1	sch	0		0	0	44	
213887	7-316-d	AkroSayitar	ākrośayitar	nearform0.86		AkroSayitf		AkroSayitf	near-form-needs-eyes	1	sch	0		0	0	43	
213888	7-316-d	AkzaRika	ākṣaṇika	nearform0.88		Akarzika		Akarzika	near-form-needs-eyes	1	sch	0		0	0	41	
213892	7-316-d	Akzeptar	ākṣeptar	nearform0.80		akzetra		akzetra	near-form-needs-eyes	2	pwg;sch	0		0	0	43	
213893	7-316-d	Akzyant	ākṣyant	nearform0.92		Akzyat		Akzyat	near-form-needs-eyes	2	pwg;sch	0		0	0	122	
213899	7-316-d	AKAta	ākhāta	nearform1.00		aKAta		aKAta	covered-by-fold-twin-flagged	9	armh;bur;lrv;mw72;pwg;sch;shs;wil;yat	0		0	0	40	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213902	7-316-d	AKurAja	ākhurāja	nearform0.86		AKuraTa		AKuraTa	near-form-needs-eyes	1	sch	0		0	0	39	
213906	7-316-d	AKyAtaSiromaRi	ākhyātaśiromaṇi	NO-MATCH	B		B:AKyA;B:AKyAtika		confirmed-missing	1	sch	0		0	0	46	
213912	7-316-d	AgamanagamanA	āgamanagamanā	nearform0.80		asamAnagrAma		asamAnagrAma	near-form-needs-eyes	2	bhs;sch	0		0	0	83	
213914	7-316-d	AgamasArasaMgraha	āgamasārasaṃgraha	NO-MATCH	A		B:AgamaSazkulI;A:Agamya		confirmed-missing	2	acc;sch	0		0	0	49	
213921	7-317-a	AgoraRa	āgoraṇa	nearform0.86		ADoraRa		ADoraRa	near-form-needs-eyes	1	sch	0		0	0	39	
213929	7-317-a	AgrayaRadevatA	āgrayaṇadevatā	NO-MATCH	A		B:AgrayaRa;A:AgrayaRIya		confirmed-missing	1	sch	0		0	0	46	
213933	7-317-a	AgrAyaRasUtra	āgrāyaṇasūtra	nearform0.85		AgrayaRapAtra		AgrayaRapAtra	near-form-needs-eyes	1	sch	0		0	0	45	
213937	7-317-a	AGAtaka	āghātaka	nearform0.86		aGAtuka		aGAtuka	near-form-needs-eyes	1	sch	0		0	0	39	
213941	7-317-a	ANgirasakalpa	āṅgirasakalpa	NO-MATCH	A		A:ANgirasa;B:ANgirasapavitra		confirmed-missing	2	pe;sch	0		0	0	97	
213947	7-317-a	AcandrArkagraha	ācandrārkagraha	NO-MATCH	B		B:Acandram;B:AcaparAca		confirmed-missing	1	sch	0		0	0	47	
213950	7-317-a	AcAmla	ācāmla	nearform0.91		AcAma		AcAma	near-form-needs-eyes	1	sch	0		0	0	99	
213951	7-317-a	AcArakARqa	ācārakāṇḍa	nearform0.84		aprakARqa		aprakARqa	near-form-needs-eyes	2	acc;sch	0		0	0	42	
213952	7-317-a	AcArakAlakUwa	ācārakālakūṭa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	45	
213953	7-317-a	AcAradarSana	ācāradarśana	NO-MATCH	A		A:AcArya		confirmed-missing	2	acc;sch	0		0	0	100	
213957	7-317-a	AcAryacampU	ācāryacampū	NO-MATCH	B		B:AcAryakaraRa;B:AcAryadeva		confirmed-missing	2	acc;sch	0		0	0	43	
213959	7-317-a	AcAryaprapatti	ācāryaprapatti	NO-MATCH	A		B:AcAryadeva;A:AcAryamuzwi		confirmed-missing	2	acc;sch	0		0	0	107	
213961	7-317-b	AcAryaSikzA	ācāryaśikṣā	nearform0.82		akzaraSikzA		akzaraSikzA	near-form-needs-eyes	2	acc;sch	0		0	0	65	
213962	7-317-b	AcAryARI	ācāryāṇī	nearform0.88		AcAryAnI		AcAryAnI	near-form-needs-eyes	1	sch	0		1	0	73	
213963	7-317-b	AcAryI	ācāryī	stem				AcAryA;AcArya	covered-by-MW-stem-form	1	sch	0		0	0	38	
213967	7-317-b	AcCowanikA	ācchoṭanikā	NO-MATCH	B		B:AcCedanI;B:Acyutadanti		confirmed-missing	1	sch	0		0	0	42	
213978	7-317-b	AjYApanIya	ājñāpanīya	NO-MATCH	B		B:AjIvin		confirmed-missing	1	sch	1	20,27	0	0	111	
213979	7-317-b	AjYAviDAyin	ājñāvidhāyin	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	43	
213980	7-317-b	AjYeya	ājñeya	nearform1.00		ajYeya		ajYeya	covered-by-fold-twin-flagged	2	bhs;sch	1	20	0	0	89	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
213986	7-317-b	AjyAyaMs	ājyāyaṃs	nearform0.93		ajyAyas		ajyAyas	near-form-needs-eyes	1	sch	0		0	0	41	
213990	7-317-b	AYjigavi	āñjigavi	NO-MATCH	A		A:AYjaneyapurARa		confirmed-missing	1	sch	0		0	0	40	
213991	7-317-b	AwarUzaka	āṭarūṣaka	nearform0.82		Akarzaka		Akarzaka	near-form-needs-eyes	3	armh;sch;stc	0		1	1	64	
213992	7-317-b	Awavakayakza	āṭavakayakṣa	NO-MATCH	A		A:Awika		confirmed-missing	1	sch	1	169	0	0	132	
214002	7-317-c	AQyarAja	āḍhyarāja	nearform0.88		AryarAja		AryarAja	near-form-needs-eyes	1	sch	0		0	0	40	
214003	7-317-c	ARapay	āṇapay	NO-MATCH	C				confirmed-missing	0		0		0	0	60	
214004	7-317-c	ARipratyARInirhArayoga	āṇipratyāṇīnirhārayoga	NO-MATCH	A		A:ARqakoSa		confirmed-missing	0		1	245,460	0	0	80	
214006	7-317-c	ARqapille	āṇḍapille	NO-MATCH	A		A:ARqakoSa;A:ARqapIta		confirmed-missing	2	acc;sch	0		0	0	41	
214008	7-317-c	ARqavant	āṇḍavant	nearform0.82		arRavAnta		arRavAnta	near-form-needs-eyes	2	pwg;sch	0		0	0	58	
214011	7-317-c	AtaptakArin	ātaptakārin	nearform0.86		anapakArin		anapakArin	near-form-needs-eyes	2	bhs;sch	1	98	0	0	105	
214013	7-317-c	Atas	ātas	stem				At;AtA;AtF	covered-by-MW-stem-form	3	armh;sch;stc	0		0	0	36	
214019	7-317-c	AtiyAtrika	ātiyātrika	nearform0.84		AtisArika		AtisArika	near-form-needs-eyes	2	sch;vcp	0		0	0	45	
214025	7-317-c	Attaretas	āttaretas	NO-MATCH	A		A:Atfpti;A:Attasva		confirmed-missing	1	sch	0		0	0	41	
214029	7-317-c	AtmajYAnopadeSa	ātmajñānopadeśa	NO-MATCH	B		B:AtmaGoza;B:Atmatantra		confirmed-missing	2	acc;sch	0		0	0	47	
214032	7-317-c	AtmatvajAtisidDivAda	ātmatvajātisiddhivāda	NO-MATCH	B		B:AtmatrARaparigraha;B:AtmadevatA		confirmed-missing	2	acc;sch	0		0	0	52	
214036	7-317-c	AtmaprakASikAvivaraRa	ātmaprakāśikāvivaraṇa	NO-MATCH	B		B:Atmanivedana;B:AtmapraBa		confirmed-missing	2	acc;sch	0		0	0	53	
214038	7-317-c	AtmapriyA	ātmapriyā	nearform0.84		Amizapriya		Amizapriya	near-form-needs-eyes	2	acc;sch	0		0	0	41	
214040	7-317-c	AtmaBaya	ātmabhaya	nearform0.88		AtmaBUya		AtmaBUya	near-form-needs-eyes	1	sch	0		0	0	40	
214045	7-317-d	AtmaMBari	ātmaṃbhari	nearform1.00		AtmamBari		AtmamBari	covered-by-fold-twin-flagged	6	ap;ap90;ben;lrv;md;pwg	0		0	1	44	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
214048	7-317-d	AtmarUpa	ātmarūpa	NO-MATCH	B		B:Atmayoni		confirmed-missing	1	sch	0		0	0	93	
214049	7-317-d	AtmavidyAvilAsa	ātmavidyāvilāsa	NO-MATCH	C				confirmed-missing	1	acc	0		0	0	47	
214050	7-317-d	AtmaSlAGana	ātmaślāghana	nearform0.86		AtmaSlAGin		AtmaSlAGin	near-form-needs-eyes	1	sch	0		0	0	68	
214051	7-317-d	AtmaSlAGAkara	ātmaślāghākara	NO-MATCH	B		B:AtmasaMsTa		confirmed-missing	1	sch	0		0	0	45	
214053	7-317-d	AtmasaMsTA	ātmasaṃsthā	stem				AtmasaMsTa	covered-by-MW-stem-form	1	sch	0		0	0	42	
214055	7-317-d	Atmasnehamaya	ātmasnehamaya	NO-MATCH	B		B:Atmasama;B:AtmahitAyana		confirmed-missing	1	sch	0		0	0	129	
214057	7-317-d	AtmArpaRa	ātmārpaṇa	nearform0.94		AtarpaRa		AtarpaRa	near-form-needs-eyes	1	sch	0		0	0	44	
214058	7-317-d	AtmArpaRaSruti	ātmārpaṇaśruti	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	46	
214059	7-317-d	AtmAlamBa	ātmālambha	nearform0.94		AtmalABa		AtmalABa	near-form-needs-eyes	2	sch;vcp	0		0	0	41	
214060	7-317-d	AtmIyajAtya	ātmīyajātya	nearform0.82		antyajAtIya		antyajAtIya	near-form-needs-eyes	1	sch	0		0	0	43	
214061	7-317-d	AtmIyadeSa	ātmīyadeśa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
214062	7-317-d	Atmotkarza	ātmotkarṣa	NO-MATCH	A		A:AtmollAsa		confirmed-missing	2	md;sch	1	127	0	0	113	
214065	7-317-d	AtreyaSikzA	ātreyaśikṣā	nearform0.86		astraSikzA		astraSikzA	near-form-needs-eyes	2	acc;sch	0		0	0	65	
214068	7-317-d	AdarSamuKa	ādarśamukha	NO-MATCH	B		B:AdarSa		confirmed-missing	2	bhs;sch	1	167	1	0	114	
214069	7-317-d	AdarSAvekzaRa	ādarśāvekṣaṇa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	114	
214070	7-317-d	AdaSakaRWabanDam	ādaśakaṇṭhabandham	NO-MATCH	B		B:AdAdika		confirmed-missing	1	sch	0		0	0	48	
214074	7-317-d	Adikarmika	ādikarmika	nearform0.84		Adikarman		Adikarman	near-form-needs-eyes	2	bhs;sch	1	19	0	0	183	
214075	7-317-d	AdikuRqanIya	ādikuṇḍanīya	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	75	
214076	7-317-d	Adicakrin	ādicakrin	NO-MATCH	A		A:AditA		confirmed-missing	1	sch	0		0	0	41	
214085	7-318-a	AdityAramBaRa	ādityārambhaṇa	NO-MATCH	B		B:Adityastotra;B:AditsA		confirmed-missing	1	sch	0		0	0	45	
214090	7-318-a	AdimaDyAntaja	ādimadhyāntaja	nearform0.85		anAdimaDyAnta		anAdimaDyAnta	near-form-needs-eyes	1	sch	0		0	0	45	
214092	7-318-a	AdivimAnajIrRodDAra	ādivimānajīrṇoddhāra	NO-MATCH	A		A:AdivarAha		confirmed-missing	2	acc;sch	0		0	0	51	
214093	7-318-a	Adftatva	ādṛtatva	nearform0.80		adattvA		adattvA	near-form-needs-eyes	1	sch	0		0	0	40	
214095	7-318-a	AdevayAnam	ādevayānam	NO-MATCH	A		A:Adeya;A:AdeSa		confirmed-missing	1	sch	0		0	0	42	
214097	7-318-a	AdeSanAprAtihArya	ādeśanāprātihārya	NO-MATCH	A		A:AdeSa;A:AdehadAham		confirmed-missing	1	sch	1	16	0	0	145	
214099	7-318-a	AdyakAraRatA	ādyakāraṇatā	NO-MATCH	A		A:AdehadAham		confirmed-missing	1	sch	0		0	0	107	
214100	7-318-a	Adyakola	ādyakola	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
214101	7-318-a	AdyadvAra	ādyadvāra	nearform0.94		AyadvAra		AyadvAra	near-form-needs-eyes	1	sch	0		0	0	41	
214103	7-318-a	AdyantasTAyika	ādyantasthāyika	NO-MATCH	B		B:Adyanta		confirmed-missing	1	sch	0		0	0	46	
214104	7-318-a	AdyANgaDArin	ādyāṅgadhārin	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	44	
214105	7-318-a	AdyopAdAnatA	ādyopādānatā	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	120	
214106	7-318-a	AdvAdaSavarzaBAvin	ādvādaśavarṣabhāvin	NO-MATCH	B		B:AdvAram		confirmed-missing	1	sch	0		0	0	50	
214110	7-318-a	ADAkarman	ādhākarman	nearform0.89		aDikarman		aDikarman	near-form-needs-eyes	1	sch	0		0	0	41	
214111	7-318-a	ADAtar	ādhātar	NO-MATCH	B		B:ADAna		confirmed-missing	4	ccs;fri;pwg;sch	0		0	0	41	
214113	7-318-a	ADAnapaYcaka	ādhānapañcaka	nearform0.80		arDapAYcAlaka		arDapAYcAlaka	near-form-needs-eyes	1	acc	0		0	0	61	
